date,stock,morning_change_pct,rsi,williams_r,volume_ratio,pnl,exit_reason,exit_pct
2025-10-01,HDFCAMC,0.5430847212165097,44.595162842581175,-100.0,2.162799842705466,7.202016564638099,EOD,0.036010082823190494
2025-10-01,TECHM,0.9850107066381123,44.277601810821636,-78.57142857143322,5.027658266748618,90.47215154085512,EOD,0.45236075770427564
2025-10-01,WELCORP,0.3112520554380993,43.00016952845797,-100.0,2.1569416498993963,138.16521280955664,EOD,0.6908260640477831
2025-10-06,APOLLOTYRE,0.11578947368421293,48.59270381611045,-82.3529411764698,3.8782993424043153,-92.52444537903672,EOD,-0.46262222689518356
2025-10-06,GNFC,0.2509536237703272,43.23182823409007,-85.71428571428471,3.320973348783314,-196.25513167117614,EOD,-0.9812756583558808
2025-10-06,M&MFIN,2.2040072859745035,43.11326554002301,-87.8787878787884,5.683919070766518,491.89092853323666,EOD,2.4594546426661834
2025-10-07,ACC,0.8864476832716964,45.26772087234962,-94.44444444444936,6.603951081843838,53.905449840978925,EOD,0.2695272492048946
2025-10-07,NESTLEIND,0.6262164678006147,39.95228266803026,-94.11764705882904,2.8668478260869565,-440.66941384239874,EOD,-2.203347069211994
2025-10-07,WHIRLPOOL,1.1918751049185679,38.74637899238294,-80.00000000000303,3.306510607168983,-351.69210351691805,EOD,-1.7584605175845904
2025-10-09,RBLBANK,0.08744316194473592,42.978080234461814,-91.66666666666798,3.3640460445750673,13.978682509176691,EOD,0.06989341254588345
2025-10-09,SRF,0.2878757447948018,45.0294947610368,-87.5,5.580898075552388,50.734312416557835,EOD,0.2536715620827892
2025-10-10,KOTAKBANK,0.16317016317016317,37.74745132447604,-86.20689655172143,2.085831192311352,-44.68233651384856,EOD,-0.2234116825692428
2025-10-16,TITAN,2.564102564102564,40.25607999858052,-80.39215686274474,3.703644115517658,-43.956043956043956,EOD,-0.21978021978021978
2025-10-20,BANKINDIA,4.361095494337798,46.43298135008848,-83.33333333333333,2.1751389981174625,-12.31337540403018,EOD,-0.0615668770201509
2025-10-20,COFORGE,0.5344827586206871,41.68383262872464,-88.4615384615398,2.0608065131662636,-89.17852855427573,EOD,-0.44589264277137863
2025-10-20,LICHSGFIN,1.1130587204206877,42.002259656277545,-100.0,3.0442739768700595,-169.8881858368758,EOD,-0.849440929184379
2025-10-23,MARICO,0.6648199445983317,40.834745096825586,-79.31034482758999,2.744045868862099,-258.668134287283,EOD,-1.2933406714364148
2025-10-23,NATIONALUM,0.6301969365426685,37.69986800714789,-89.65517241379277,2.0376483988012506,-337.47934243715713,EOD,-1.6873967121857858
2025-10-28,BHEL,0.6808510638297848,41.42997803278424,-83.33333333333267,2.217304570454784,67.62468300929936,EOD,0.3381234150464968
2025-10-28,MUTHOOTFIN,2.586538461538456,41.750228771851745,-88.8888888888921,4.83000798084597,-342.4250945105713,EOD,-1.7121254725528563
2025-10-29,ADANIPORTS,2.4506705989747974,40.019046931978835,-84.61538461538461,7.8084227910817505,-82.2481151473612,EOD,-0.411240575736806
2025-10-30,UBL,0.8776896942242356,47.87803015744758,-100.0,3.2882882882882885,258.2093741229301,EOD,1.2910468706146505
